PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
191.33,,37.49,28.01,65.49,,1.48,2.12,20.27,0.25,0.83,319.0,Very Poor
218.97,,37.1,36.14,73.08,,1.93,7.72,20.77,0.39,1.13,379.0,Very Poor
201.44,364.2,88.69,79.2,134.41,55.64,2.01,40.75,108.12,7.16,21.36,378.0,Very Poor
199.12,294.81,46.99,50.79,27.33,29.59,1.25,22.65,37.83,6.73,14.23,351.0,Very Poor
71.83,98.89,8.49,21.42,19.55,12.44,11.62,10.99,22.51,1.38,4.63,324.0,Very Poor
160.71,273.52,58.98,15.16,67.8,,1.98,12.14,15.98,,,339.0,Very Poor
188.15,232.98,31.1,34.5,64.26,27.59,1.81,8.64,13.74,3.23,1.38,333.0,Very Poor
169.38,,29.6,72.26,65.79,2.8,0.73,11.86,28.96,1.1,0.52,319.0,Very Poor
158.89,263.39,123.86,122.66,204.26,25.3,1.07,18.81,25.28,21.29,28.14,335.0,Very Poor
144.75,,22.73,34.09,56.82,,1.54,6.8,21.31,0.19,0.79,323.0,Very Poor
164.48,272.33,71.9,67.08,119.59,40.0,1.22,10.74,34.35,16.15,22.08,365.0,Very Poor
249.73,,62.72,96.82,69.6,,2.61,44.55,15.18,4.12,25.04,376.0,Very Poor
78.16,,18.21,55.31,40.57,,18.21,59.64,15.87,5.1,30.68,355.0,Very Poor
181.76,261.7,53.77,65.45,101.07,44.85,1.46,19.53,106.92,8.52,19.03,322.0,Very Poor
27.17,55.41,11.26,61.34,42.53,,11.26,78.36,42.49,0.66,0.04,314.0,Very Poor
63.79,,14.35,48.44,34.34,,14.35,56.5,,5.66,23.81,351.0,Very Poor
167.77,,13.14,60.97,43.51,58.61,1.19,8.36,54.78,1.35,0.9,344.0,Very Poor
209.31,326.78,77.81,114.44,181.53,22.05,0.95,15.4,30.24,13.11,27.15,370.0,Very Poor
256.14,,32.52,39.88,72.4,,1.82,7.21,21.4,0.22,0.9,360.0,Very Poor
148.86,331.98,9.76,5.04,14.79,6.14,3.43,,8.78,0.0,,306.0,Very Poor
95.3,440.33,22.67,0.33,22.04,6.94,2.22,29.56,8.46,,,356.0,Very Poor
147.23,,43.63,33.49,,,2.1,6.82,40.72,3.44,9.34,342.0,Very Poor
107.21,,6.58,22.2,9.93,,0.88,30.96,42.16,0.35,2.9,302.0,Very Poor
129.27,,14.28,28.33,41.92,,14.28,70.13,25.4,16.9,44.19,327.0,Very Poor
238.43,,51.63,24.26,75.78,,1.81,5.96,10.87,0.39,1.86,388.0,Very Poor
193.96,,50.36,72.23,77.96,50.39,1.82,10.5,22.08,3.47,5.0,339.0,Very Poor
172.39,261.09,68.97,107.85,174.35,22.9,0.87,15.62,31.57,12.08,26.17,351.0,Very Poor
140.07,241.56,53.47,60.85,82.31,38.81,1.49,11.37,32.57,4.31,31.72,302.0,Very Poor
138.03,280.4,37.55,24.74,88.13,27.43,1.23,20.42,31.23,2.87,,321.0,Very Poor
151.43,247.62,35.28,50.75,60.36,40.04,1.29,14.64,36.29,4.35,17.47,310.0,Very Poor
101.97,,6.93,19.72,23.22,49.33,0.68,11.36,87.92,0.23,0.11,317.0,Very Poor
214.85,358.07,6.51,5.71,12.21,1.27,1.98,28.96,32.16,0.0,,344.0,Very Poor
161.92,324.2,34.1,68.35,45.61,45.61,0.61,22.9,34.48,3.64,5.67,377.0,Very Poor
110.89,228.81,15.7,56.05,60.22,33.55,2.14,20.94,101.47,3.19,6.06,333.0,Very Poor
152.62,310.74,24.32,44.22,49.67,74.74,11.55,6.79,34.36,2.84,5.37,358.0,Very Poor
175.65,,49.02,30.56,79.59,,2.68,6.45,19.27,0.37,2.46,327.0,Very Poor
63.58,,13.97,43.32,31.56,,13.97,63.59,5.08,6.97,29.52,319.0,Very Poor
181.48,,5.77,33.37,21.29,26.2,0.84,6.58,19.59,0.08,0.1,354.0,Very Poor
228.22,425.76,19.03,18.58,31.75,,0.71,23.35,51.64,0.0,0.0,367.0,Very Poor
236.24,,13.25,49.75,,,1.39,12.83,20.21,4.19,8.41,391.0,Very Poor
219.73,317.48,31.8,55.08,74.07,67.92,1.17,22.49,41.49,5.19,12.37,355.0,Very Poor
198.64,,31.33,52.58,52.5,33.37,1.38,7.25,44.73,0.39,1.42,369.0,Very Poor
124.9,237.1,32.68,19.23,74.24,21.46,1.09,24.61,46.36,2.61,,303.0,Very Poor
143.36,276.23,76.45,47.59,124.04,13.14,1.87,11.0,32.23,7.85,11.18,318.0,Very Poor
35.48,130.07,18.02,77.61,58.41,,18.02,98.35,38.99,15.88,83.83,356.0,Very Poor
120.82,,26.54,56.94,6.24,,1.81,26.69,33.65,1.39,2.32,302.0,Very Poor
167.63,,5.93,10.21,,,0.48,3.56,36.6,0.03,2.67,328.0,Very Poor
207.23,325.36,90.44,59.91,113.97,48.65,2.26,12.35,32.47,5.53,39.19,352.0,Very Poor
164.05,,82.15,78.77,75.24,,1.69,37.69,63.54,6.05,21.41,334.0,Very Poor
64.73,,17.01,14.82,31.83,,17.01,6.45,12.13,0.0,0.0,302.0,Very Poor
162.51,,19.1,34.31,4.3,,1.8,6.14,41.41,,,328.0,Very Poor
260.0,,13.1,95.82,32.78,,1.82,54.55,65.15,0.7,3.39,393.0,Very Poor
153.46,,37.59,86.38,45.18,,1.47,50.06,111.09,5.11,14.66,319.0,Very Poor
95.9,,10.38,33.63,44.01,,10.38,30.06,27.34,3.24,11.06,316.0,Very Poor
135.62,,7.36,14.12,8.13,,1.26,32.77,,2.6,26.31,321.0,Very Poor
170.84,,22.08,8.7,15.65,,2.53,22.35,64.15,4.3,34.96,336.0,Very Poor
164.48,293.11,114.77,112.25,204.14,26.51,1.73,17.94,22.73,6.51,8.28,335.0,Very Poor
153.73,196.29,16.89,18.36,34.75,16.17,1.34,13.94,32.75,0.23,3.84,306.0,Very Poor
115.55,201.71,28.05,60.47,79.02,39.42,1.36,16.6,103.88,3.87,10.79,312.0,Very Poor
230.11,,39.48,76.96,71.13,20.32,1.63,18.23,49.53,3.37,17.15,365.0,Very Poor
151.6,330.99,46.66,67.0,84.76,63.45,5.51,9.13,33.92,9.46,19.7,303.0,Very Poor
126.19,,12.1,46.95,19.48,,0.96,73.04,70.63,15.27,56.29,314.0,Very Poor
141.92,,14.42,25.55,15.36,,1.83,31.31,85.76,3.6,34.33,309.0,Very Poor
169.05,,6.83,22.77,18.69,,1.85,,40.78,1.28,0.99,332.0,Very Poor
168.23,254.71,49.68,83.82,45.26,59.37,0.31,15.18,22.26,1.5,2.76,309.0,Very Poor
181.48,,27.99,57.18,52.47,32.65,2.03,7.82,25.7,1.64,1.86,361.0,Very Poor
21.94,34.95,11.62,65.04,44.98,,11.62,101.99,42.88,1.15,23.37,322.0,Very Poor
123.22,250.22,8.84,9.55,,6.33,,26.84,45.06,,,311.0,Very Poor
190.89,,25.18,43.84,69.02,,2.31,2.24,17.56,0.38,1.16,341.0,Very Poor
137.98,,8.89,15.24,2.21,,2.95,5.99,61.74,0.33,1.0,304.0,Very Poor
106.92,303.47,67.69,60.72,60.22,66.01,0.7,19.57,33.71,3.44,5.9,310.0,Very Poor
159.67,325.05,33.33,73.11,82.43,60.62,2.32,21.23,82.69,3.4,6.16,331.0,Very Poor
193.81,353.86,85.29,54.83,105.05,49.16,2.09,14.11,32.45,7.45,57.31,376.0,Very Poor
179.67,,12.78,36.02,26.06,45.36,1.28,9.7,57.25,2.15,13.28,344.0,Very Poor
237.11,,5.76,24.32,0.0,,1.37,12.14,21.84,1.47,2.15,374.0,Very Poor
174.62,,61.56,47.22,108.78,,1.54,0.67,6.13,0.17,0.73,304.0,Very Poor
148.21,225.76,88.08,15.26,160.98,18.04,1.68,13.2,18.03,1.15,,335.0,Very Poor
44.69,,32.07,75.36,35.79,,32.07,39.99,53.96,4.1,32.37,373.0,Very Poor
123.74,,9.43,29.47,22.63,26.73,0.8,6.75,21.1,0.04,0.14,347.0,Very Poor
230.5,355.43,68.69,61.28,3.2,75.88,2.12,24.28,75.14,7.62,21.81,370.0,Very Poor
168.39,,4.49,8.65,,,0.76,4.34,2.71,2.76,27.59,369.0,Very Poor
122.18,272.19,128.76,39.76,168.54,,2.92,29.82,64.46,3.84,,307.0,Very Poor
217.7,363.77,104.83,91.65,135.9,44.56,3.0,19.85,48.43,8.84,71.87,375.0,Very Poor
135.42,338.3,71.54,63.9,118.56,37.83,2.01,18.89,101.58,3.98,9.07,333.0,Very Poor
244.09,381.78,180.0,150.01,293.1,17.46,1.26,26.2,29.72,25.21,38.92,363.0,Very Poor
191.1,,53.07,62.52,75.26,42.06,2.25,6.98,24.21,0.35,2.26,353.0,Very Poor
134.02,196.56,7.96,32.54,23.87,32.17,1.33,9.74,18.93,,,307.0,Very Poor
30.82,119.98,21.13,57.44,52.11,,21.13,39.97,69.77,,,360.0,Very Poor
163.59,,7.66,23.25,6.24,,1.22,3.04,17.02,1.97,2.93,317.0,Very Poor
218.8,,25.03,55.44,49.28,35.55,1.69,13.34,51.55,0.52,1.52,332.0,Very Poor
467.67,,8.56,4.07,12.59,,0.62,7.04,16.44,,,348.0,Very Poor
244.5,,30.13,41.3,71.44,,1.92,7.42,24.17,0.24,0.86,392.0,Very Poor
171.76,266.69,40.39,62.54,102.93,40.26,1.38,17.15,35.59,6.63,12.02,352.0,Very Poor
191.93,,13.0,30.04,15.67,,2.08,44.99,28.99,0.68,2.84,399.0,Very Poor
207.79,,25.95,27.46,53.41,,1.79,5.74,7.67,0.18,0.59,355.0,Very Poor
160.57,,18.53,28.96,18.75,,2.34,29.32,53.33,2.75,21.95,331.0,Very Poor
193.1,415.79,70.66,68.73,139.34,6.54,1.77,66.46,26.16,0.0,0.0,350.0,Very Poor
36.9,,17.08,14.85,31.93,,17.08,4.73,54.01,0.91,1.25,302.0,Very Poor
98.79,,17.72,31.2,48.92,,17.72,26.09,30.19,8.22,41.58,393.0,Very Poor
160.69,290.59,6.89,17.91,23.24,12.81,1.79,5.13,15.85,11.55,12.13,319.0,Very Poor
236.91,,60.02,70.06,86.36,62.39,1.76,9.91,28.51,0.11,1.35,363.0,Very Poor
143.22,313.53,42.58,88.61,108.55,36.5,6.42,26.89,89.42,5.63,22.15,383.0,Very Poor
229.94,,,,,,1.92,8.87,15.06,3.3,7.61,362.0,Very Poor
206.49,,6.49,13.74,4.22,,1.33,7.04,54.66,167.93,173.07,394.0,Very Poor
171.81,,8.65,9.87,4.22,,1.77,3.35,41.62,7.14,22.1,339.0,Very Poor
38.23,,17.07,14.89,31.96,,17.07,10.9,55.94,0.0,0.0,302.0,Very Poor
194.31,,47.62,55.68,71.46,13.23,0.97,21.34,18.81,2.11,1.32,354.0,Very Poor
164.98,200.02,10.38,15.77,25.49,38.77,9.39,8.89,9.35,2.6,5.5,324.0,Very Poor
227.62,,130.58,104.13,159.19,,0.99,14.27,22.88,6.31,4.77,375.0,Very Poor
149.73,382.34,135.95,94.66,72.79,76.09,1.42,28.15,38.79,5.21,15.38,362.0,Very Poor
186.09,317.01,55.3,55.8,78.16,,0.92,12.31,38.34,4.76,11.56,375.0,Very Poor
132.86,377.61,54.82,31.55,70.95,59.55,1.51,20.54,63.44,8.27,15.68,334.0,Very Poor
155.6,,10.26,19.55,4.39,,1.71,5.45,57.22,0.84,2.27,323.0,Very Poor
157.84,,35.11,56.53,57.35,43.52,2.33,7.67,24.04,0.08,1.71,317.0,Very Poor
138.31,,14.45,53.25,29.84,5.27,0.87,5.22,31.1,2.15,2.06,311.0,Very Poor
,373.13,7.45,7.82,,6.61,0.0,84.29,9.01,,,340.0,Very Poor
122.7,233.44,6.71,70.44,42.92,22.92,1.54,13.35,76.1,,,305.0,Very Poor
97.94,409.14,14.82,3.56,16.79,6.39,1.08,23.78,14.22,,,311.0,Very Poor
147.37,,35.77,60.78,22.93,,2.02,7.84,78.91,1.21,3.79,326.0,Very Poor
349.98,226.74,51.87,63.36,30.05,19.27,0.03,17.93,18.33,1.05,1.49,387.0,Very Poor
139.29,,10.67,42.64,31.15,52.54,0.85,13.4,58.37,1.32,0.76,324.0,Very Poor
190.36,340.56,62.12,56.74,86.03,46.35,1.96,13.69,35.79,6.19,48.33,365.0,Very Poor
126.34,,8.39,26.36,20.72,41.2,1.03,9.48,12.78,0.61,1.34,301.0,Very Poor
112.86,167.6,24.6,32.71,45.12,36.05,10.15,19.48,38.45,4.04,9.07,309.0,Very Poor
147.83,195.47,41.91,30.0,15.25,44.61,0.33,14.31,37.15,0.89,3.62,317.0,Very Poor
150.79,220.08,32.01,47.38,70.95,45.56,1.51,16.32,47.92,3.0,8.48,330.0,Very Poor
32.64,,17.01,14.84,31.85,,17.01,7.05,62.31,0.0,0.0,302.0,Very Poor
139.38,230.27,35.59,140.17,103.49,8.7,1.24,42.26,20.87,0.13,0.58,304.0,Very Poor
159.45,265.74,9.52,4.76,13.42,1.4,1.97,29.09,37.18,0.0,,322.0,Very Poor
184.21,,34.16,29.41,63.4,,1.36,5.98,7.81,0.3,0.82,347.0,Very Poor
206.95,,7.2,11.6,4.22,,1.4,7.74,62.94,186.43,210.75,366.0,Very Poor
180.95,,19.14,17.02,36.16,,1.76,5.77,4.16,0.18,0.56,345.0,Very Poor
184.15,,24.52,40.82,,,1.51,9.27,29.16,5.17,9.25,371.0,Very Poor
207.2,446.6,46.95,59.91,106.99,12.05,2.41,59.2,21.31,0.0,0.0,400.0,Very Poor
228.21,,75.28,55.31,74.73,39.33,1.41,21.32,21.08,2.74,2.48,389.0,Very Poor
137.01,,6.63,9.88,,,0.72,6.62,3.72,3.52,35.18,302.0,Very Poor
103.02,,10.26,7.16,8.22,,1.7,49.2,54.29,0.2,2.98,310.0,Very Poor
286.08,,4.37,10.59,7.75,,0.0,2.49,13.35,0.2,0.0,350.0,Very Poor
152.16,204.03,66.01,63.15,55.52,44.57,1.05,27.42,35.86,0.83,3.38,310.0,Very Poor
50.16,,13.86,28.17,24.09,,13.86,80.78,28.52,7.5,31.48,332.0,Very Poor
136.75,,49.33,25.24,62.42,65.5,1.52,19.87,20.82,2.76,10.34,320.0,Very Poor
20.1,52.97,16.72,74.41,55.36,,16.72,134.66,50.0,1.15,23.37,305.0,Very Poor
171.76,,5.77,13.81,4.22,,1.37,6.96,55.8,0.3,0.41,330.0,Very Poor
161.81,,11.32,34.5,,,1.4,8.02,67.76,3.18,11.31,335.0,Very Poor
161.52,,40.53,52.27,,,2.54,9.0,69.82,4.2,9.75,337.0,Very Poor
156.03,,4.85,8.08,,,0.73,5.36,27.57,0.03,3.14,332.0,Very Poor
129.08,,43.87,133.91,63.94,,1.88,36.91,67.27,0.35,2.94,306.0,Very Poor
99.5,278.36,33.04,35.31,67.05,17.86,1.17,9.82,72.94,3.85,10.55,315.0,Very Poor
102.21,,22.75,34.18,56.93,,1.16,6.94,21.31,0.25,0.75,320.0,Very Poor
104.68,,6.29,47.97,21.02,,0.35,10.07,104.93,0.0,0.0,327.0,Very Poor
189.97,,46.48,67.86,72.65,36.73,1.16,8.36,17.19,0.12,1.59,339.0,Very Poor
198.38,,42.86,25.24,68.09,,1.88,4.89,9.83,0.41,0.94,359.0,Very Poor
32.79,107.15,25.17,103.69,79.28,,25.17,30.37,30.45,6.3,80.04,397.0,Very Poor
121.94,334.02,52.12,83.3,100.84,35.46,11.95,19.43,41.71,6.62,32.11,372.0,Very Poor
154.26,307.64,61.69,65.49,56.57,51.87,0.66,22.82,36.31,4.36,7.7,338.0,Very Poor
141.73,,5.95,12.19,,,0.47,3.79,25.67,0.03,2.68,328.0,Very Poor
,339.24,7.23,7.1,,6.67,0.0,,27.08,,,310.0,Very Poor
214.09,,39.6,26.9,66.24,,1.54,8.19,9.32,0.36,1.82,385.0,Very Poor
111.92,,15.17,81.11,50.89,,15.17,112.56,62.34,10.59,22.64,371.0,Very Poor
162.27,248.02,60.31,15.39,115.5,14.34,1.99,12.45,17.99,1.7,,334.0,Very Poor
142.11,,14.26,13.69,12.35,,2.1,49.48,4.61,0.5,3.69,312.0,Very Poor
118.57,273.68,33.93,76.46,96.19,29.32,6.58,21.81,76.14,5.0,18.21,365.0,Very Poor
131.62,,47.8,31.58,79.35,,1.36,5.11,13.84,0.36,1.22,301.0,Very Poor
238.8,,9.63,10.09,3.96,,2.42,8.85,39.7,24.05,24.07,388.0,Very Poor
214.56,,11.01,15.13,10.81,,2.85,33.66,34.56,0.64,3.36,390.0,Very Poor
82.05,386.16,31.41,,26.83,7.42,2.87,24.02,10.03,0.0,,386.0,Very Poor
83.02,241.67,16.05,62.63,52.93,75.0,11.36,4.12,52.03,2.6,7.32,327.0,Very Poor
124.97,,13.2,9.72,22.91,,13.2,6.74,26.4,2.99,11.31,313.0,Very Poor
186.49,,40.71,71.21,70.5,30.11,0.95,15.7,41.39,5.41,10.32,340.0,Very Poor
111.88,,7.01,32.71,22.06,35.25,0.84,6.82,22.07,0.04,0.05,304.0,Very Poor
271.96,424.07,108.12,83.75,142.71,55.19,2.58,20.35,33.75,8.8,53.96,383.0,Very Poor
152.3,253.76,13.2,4.98,16.16,1.62,2.07,29.0,42.85,0.0,,317.0,Very Poor
149.27,,9.64,20.9,11.27,,1.64,34.17,,2.72,26.06,329.0,Very Poor
240.87,359.22,67.41,65.83,99.76,85.25,2.28,19.92,37.61,8.46,26.32,384.0,Very Poor
138.46,,31.4,82.86,,,1.5,9.89,62.12,2.0,5.18,309.0,Very Poor
147.49,,8.88,11.46,8.48,,1.31,33.35,68.57,0.35,3.29,312.0,Very Poor
137.45,285.72,29.95,87.03,70.65,15.99,1.4,21.05,105.07,5.14,7.97,320.0,Very Poor
145.88,256.22,103.28,77.25,170.71,35.15,1.79,13.07,38.31,60.97,66.84,347.0,Very Poor
197.45,339.25,60.02,48.11,75.87,,3.13,9.71,26.66,0.0,0.0,360.0,Very Poor
151.84,241.84,25.01,36.91,48.62,130.36,11.54,4.63,25.36,4.26,9.71,319.0,Very Poor
43.22,,17.17,14.82,31.99,,17.17,11.68,37.87,1.29,3.06,302.0,Very Poor
190.97,,22.35,32.94,4.14,,2.49,4.95,56.56,,,340.0,Very Poor
187.09,,13.66,59.73,42.64,55.77,1.18,8.11,61.73,1.33,0.94,350.0,Very Poor
107.69,309.37,45.69,61.17,50.77,43.01,0.64,32.76,33.49,3.08,17.79,304.0,Very Poor
121.51,336.63,18.14,60.41,68.41,33.63,6.75,20.98,87.04,3.08,10.2,392.0,Very Poor
179.82,,7.0,72.6,6.24,,1.73,3.88,83.59,3.77,9.59,369.0,Very Poor
211.92,,39.64,23.76,44.86,,2.55,12.3,20.21,2.87,8.62,348.0,Very Poor
162.5,351.43,39.61,20.99,46.27,,1.52,6.69,20.04,,,328.0,Very Poor
231.84,333.34,51.47,41.14,69.51,,0.84,12.27,34.63,5.81,5.98,380.0,Very Poor
79.15,,12.74,92.85,29.19,,12.74,64.9,70.54,4.08,32.34,370.0,Very Poor
29.87,,13.53,14.69,28.22,,13.53,14.56,9.6,8.99,19.6,316.0,Very Poor
207.54,,47.87,19.84,31.18,,2.83,43.91,,5.26,28.8,379.0,Very Poor
293.43,,5.6,14.74,11.86,,0.0,3.48,30.96,0.24,0.04,332.0,Very Poor
233.1,355.21,62.59,66.19,10.36,58.65,1.54,21.82,66.79,5.31,13.99,373.0,Very Poor
175.43,300.54,30.57,45.14,52.43,30.5,1.44,19.39,51.22,4.15,20.77,317.0,Very Poor
161.94,160.86,23.26,66.57,59.86,19.24,0.0,8.1,114.76,2.12,5.36,336.0,Very Poor
226.91,,8.55,20.61,0.0,,1.13,10.43,22.99,1.24,2.07,386.0,Very Poor
238.99,,28.25,65.72,6.24,,2.12,10.72,25.1,5.49,14.55,370.0,Very Poor
175.66,282.1,27.64,28.03,36.79,,2.03,9.83,28.33,2.01,6.0,341.0,Very Poor
154.58,,17.46,60.8,26.55,,1.68,41.25,48.2,0.35,2.72,344.0,Very Poor
145.36,289.85,60.15,14.59,67.98,,1.55,12.27,15.55,,,316.0,Very Poor
106.4,285.38,43.33,63.57,96.25,34.25,9.35,18.15,76.38,4.09,11.93,378.0,Very Poor
123.29,,9.34,15.4,4.22,,9.56,3.03,26.72,,,341.0,Very Poor
126.07,309.11,9.07,5.36,14.43,6.1,2.95,,6.74,0.0,,305.0,Very Poor
153.67,,40.56,26.29,46.84,,1.79,11.9,13.23,2.63,7.93,345.0,Very Poor
129.93,,5.8,12.78,,,0.53,10.69,58.51,0.02,2.53,335.0,Very Poor
176.28,305.29,13.18,19.38,11.5,1.71,0.73,25.32,12.74,0.2,,342.0,Very Poor
142.71,264.81,18.82,35.15,53.94,10.39,4.44,17.09,9.57,0.0,,321.0,Very Poor
195.54,,14.76,26.36,41.12,,1.52,6.9,23.82,0.19,0.52,364.0,Very Poor
147.66,279.22,46.65,57.27,74.91,,1.44,9.88,39.77,4.16,4.52,301.0,Very Poor
161.01,,36.53,27.72,32.01,,2.32,50.93,,3.78,26.09,326.0,Very Poor
175.47,265.22,114.38,95.12,168.48,26.49,1.07,15.88,26.97,17.98,42.71,335.0,Very Poor
201.17,,26.56,22.1,48.63,,1.87,4.72,7.71,0.2,0.54,362.0,Very Poor
215.42,352.83,141.69,87.15,64.41,61.04,1.24,25.15,41.95,5.73,12.89,318.0,Very Poor
144.95,224.11,22.13,32.79,49.01,42.17,3.21,17.73,7.27,0.0,,316.0,Very Poor
111.22,293.73,22.75,48.12,58.91,42.29,1.06,11.79,160.06,1.57,5.7,311.0,Very Poor
167.31,,8.31,38.12,26.57,23.82,1.63,9.23,33.47,0.48,1.24,322.0,Very Poor
173.6,,10.58,21.56,26.12,,1.33,10.0,43.45,0.33,,325.0,Very Poor
212.41,,11.52,51.85,,,1.52,10.33,61.73,3.77,15.39,370.0,Very Poor
141.16,,6.48,58.26,6.24,,1.88,9.65,37.6,1.34,3.99,323.0,Very Poor
145.47,,0.72,0.69,1.41,,1.71,,11.87,0.16,0.7,346.0,Very Poor
155.06,,12.86,34.43,27.1,44.78,1.14,7.78,66.28,1.92,9.56,344.0,Very Poor
227.28,347.63,70.6,59.7,10.69,68.22,1.7,25.54,61.36,5.35,19.38,399.0,Very Poor
152.24,,54.06,23.07,71.32,59.43,1.89,19.41,29.89,3.07,11.7,308.0,Very Poor
171.01,,10.72,47.52,,,1.73,8.93,24.94,3.97,9.12,347.0,Very Poor
143.4,,7.82,12.32,2.21,,5.57,12.52,24.82,3.08,0.62,330.0,Very Poor
107.02,206.24,16.15,27.87,44.01,9.86,4.48,10.8,17.8,,,307.0,Very Poor
136.67,,14.58,24.84,39.42,,1.46,14.23,13.17,0.14,0.56,308.0,Very Poor
129.67,204.78,47.92,18.01,97.97,16.87,1.29,13.03,18.18,2.69,,307.0,Very Poor
156.35,,14.87,27.98,16.43,,1.36,50.76,60.19,0.46,3.19,333.0,Very Poor
143.73,289.01,54.93,67.38,104.71,30.27,2.05,21.35,69.55,7.29,17.19,343.0,Very Poor
188.93,,18.5,24.18,42.69,,1.96,7.46,13.19,0.18,0.51,362.0,Very Poor
232.59,,28.59,64.29,56.45,,1.6,17.66,41.43,1.83,4.23,394.0,Very Poor
244.22,,60.88,92.38,85.91,33.48,1.91,21.58,26.22,7.15,35.48,350.0,Very Poor
119.57,186.86,46.36,57.0,102.85,45.57,1.26,19.21,74.61,7.03,15.39,301.0,Very Poor
244.25,,17.91,36.81,20.69,,2.51,38.89,43.82,0.57,4.02,365.0,Very Poor
162.81,,20.15,24.27,29.6,,1.52,6.95,34.6,1.08,5.62,340.0,Very Poor
140.85,,12.5,57.5,,,1.38,9.81,105.68,2.0,5.18,302.0,Very Poor
56.86,79.47,15.77,156.28,94.22,,15.77,163.2,46.86,2.14,27.52,358.0,Very Poor
211.58,,28.01,37.76,65.77,,1.51,2.34,15.87,0.21,0.75,356.0,Very Poor
133.75,253.03,92.84,30.59,184.73,21.57,1.29,15.31,18.56,0.96,,306.0,Very Poor
241.26,,96.24,71.73,112.23,,1.89,14.84,31.69,5.77,19.04,378.0,Very Poor
179.6,,27.8,39.97,,,2.32,9.62,48.99,4.51,13.19,328.0,Very Poor
237.94,498.8,74.5,45.69,90.12,,2.24,5.18,43.84,0.0,0.0,367.0,Very Poor
236.58,489.62,158.47,133.28,88.78,64.54,1.75,27.59,40.89,7.42,21.69,360.0,Very Poor
120.12,,124.7,114.26,238.96,,1.83,2.23,14.83,0.16,0.66,309.0,Very Poor
169.68,,50.1,27.61,75.62,,2.67,11.43,13.29,0.4,1.0,344.0,Very Poor
246.16,306.31,79.5,54.83,99.21,,0.95,11.77,35.83,6.29,4.3,400.0,Very Poor
130.82,284.78,15.08,21.34,25.8,,1.87,8.86,52.01,1.96,6.02,302.0,Very Poor
84.71,231.35,42.01,70.43,91.54,29.05,8.54,17.48,80.71,2.44,5.37,355.0,Very Poor
55.41,,6.31,11.26,,,16.0,3.89,54.02,1.06,2.15,328.0,Very Poor
171.54,,16.04,24.04,25.86,,1.17,6.76,30.22,1.1,5.6,335.0,Very Poor
130.59,218.93,37.42,44.11,58.86,41.06,1.44,15.29,30.57,4.78,44.97,328.0,Very Poor
36.8,,21.07,53.33,41.74,,21.07,24.97,1.16,5.02,33.98,385.0,Very Poor
128.3,,15.76,46.95,37.01,49.33,1.57,8.04,41.64,0.8,1.28,306.0,Very Poor
114.5,327.81,23.52,50.7,63.45,30.3,6.84,19.38,74.49,4.22,13.04,391.0,Very Poor
191.15,,51.97,54.05,70.19,36.71,1.79,9.39,29.43,1.26,2.88,360.0,Very Poor
132.89,,71.05,25.7,96.75,,1.42,7.61,7.97,0.38,1.97,311.0,Very Poor
46.52,,17.55,48.97,21.43,,17.55,38.16,47.77,4.12,32.42,310.0,Very Poor
125.76,267.76,35.02,78.53,70.25,10.11,1.29,20.76,80.84,6.18,9.65,307.0,Very Poor
147.77,270.1,96.96,35.25,132.21,8.46,2.47,6.53,26.29,9.47,14.6,324.0,Very Poor
187.24,,5.94,24.73,,,0.59,9.16,57.01,0.03,2.87,388.0,Very Poor
176.98,260.58,47.71,17.95,97.57,16.17,1.74,13.88,19.0,14.48,,318.0,Very Poor
166.13,342.33,28.99,19.77,36.81,,2.59,7.53,27.37,1.45,4.33,328.0,Very Poor
151.31,,10.21,23.07,12.17,,1.86,44.51,58.45,2.5,20.27,318.0,Very Poor
170.24,,37.03,57.06,59.29,43.14,1.29,9.8,18.87,0.06,0.35,329.0,Very Poor
95.07,320.44,16.0,38.05,34.62,25.68,1.03,17.6,52.66,3.02,21.93,333.0,Very Poor
196.87,339.06,22.82,55.91,76.14,59.65,1.35,11.82,97.98,2.51,5.49,397.0,Very Poor
162.39,,9.36,18.2,3.92,,2.46,6.0,51.92,0.34,1.02,324.0,Very Poor
79.84,,13.85,28.68,41.08,,13.85,48.49,97.07,0.04,0.0,328.0,Very Poor
150.57,,10.5,45.77,6.24,,1.4,4.87,36.67,3.75,6.02,304.0,Very Poor
89.14,345.01,15.52,2.58,18.1,6.55,1.9,19.73,13.65,,,315.0,Very Poor
178.03,,25.23,66.88,55.7,67.52,1.43,8.69,51.4,1.37,1.1,385.0,Very Poor
205.22,351.7,61.91,63.77,89.2,48.82,1.92,17.41,37.05,6.34,39.02,370.0,Very Poor
154.52,170.19,20.42,38.85,20.32,36.9,0.77,22.19,47.75,4.48,7.42,332.0,Very Poor
169.86,,4.67,10.83,3.38,,2.31,8.97,34.72,,,362.0,Very Poor
171.12,,26.49,25.59,22.7,,3.07,34.53,142.43,4.47,31.25,332.0,Very Poor
241.52,,9.98,20.09,0.0,,1.0,4.23,27.11,1.43,2.11,368.0,Very Poor
192.04,279.26,36.7,57.85,79.14,48.83,1.64,19.24,60.28,4.38,13.31,378.0,Very Poor
181.66,,11.0,59.21,40.24,58.07,0.82,11.19,64.86,1.35,0.68,360.0,Very Poor
